date,org,repo,forks,stars,commits,collaborators
2025-01-15,usdot-fhwa-OPS,V2X-Hub,70,124,1321,28
2025-01-15,usdot-fhwa-OPS,.github,0,0,5,1
2025-01-15,usdot-fhwa-OPS,ITS-Secure-Prototype-App,0,0,151,5
2025-01-15,usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,0,0,8,2
2025-01-15,usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,0,0,12,3
2025-01-15,usdot-fhwa-OPS,v2xhub-angular-ui-prototype,0,0,26,2
2025-01-15,usdot-fhwa-OPS,V2X-Hub-UI,0,0,2,1
2025-01-15,usdot-fhwa-OPS,ngx-traffic-cdk,0,0,2,1
2025-01-15,usdot-fhwa-OPS,pcis-poc,0,0,13,2
