Start date,End date,Org,Repo,Referrer,Count,Unique
2025-01-31,2025-02-14,usdot-jpo-ode,asn1_codec,github.com,38,6
2025-01-31,2025-02-14,usdot-jpo-ode,asn1_codec,Google,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,asn1_codec,yandex.ru,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-conflictmonitor,github.com,84,11
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-conflictmonitor,DuckDuckGo,30,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-conflictmonitor,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-conflictvisualizer,github.com,57,7
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-conflictvisualizer,DuckDuckGo,8,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-conflictvisualizer,statics.teams.cdn.office.net,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-conflictvisualizer,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvdp,github.com,36,2
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvdp,statics.teams.cdn.office.net,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvmanager,github.com,90,8
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvmanager,Google,9,4
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvmanager,DuckDuckGo,2,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvmanager,statics.gov.teams.microsoft.us,2,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvmanager,chatgpt.com,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvmanager,statics.teams.cdn.office.net,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvmanager,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvportal,github.com,7,2
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-cvportal,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-deduplicator,github.com,53,5
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-deduplicator,DuckDuckGo,17,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-deduplicator,statics.gov.teams.microsoft.us,7,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-deposit,github.com,10,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-geojsonconverter,github.com,26,5
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-geojsonconverter,DuckDuckGo,8,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-geojsonconverter,Google,3,2
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-geojsonconverter,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,github.com,173,17
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,Google,34,13
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,DuckDuckGo,24,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,statics.teams.cdn.office.net,9,4
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,data.transportationops.org,3,3
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,data.transportation.gov,2,2
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,Bing,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,statics.gov.teams.microsoft.us,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode,perplexity.ai,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode-scms-asn,github.com,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-ode-scms-asn,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-record-parser,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-s3-deposit,github.com,19,2
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-sdw-depositor,github.com,12,2
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-security-svcs,github.com,29,4
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-security-svcs,Google,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-tim-builder,github.com,12,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-utils,github.com,63,5
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-utils,DuckDuckGo,7,1
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-utils,Google,2,2
2025-01-31,2025-02-14,usdot-jpo-ode,jpo-utils,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,ode-output-validator-library,github.com,30,2
2025-01-31,2025-02-14,usdot-jpo-ode,scms-asn1,Google,3,1
2025-01-31,2025-02-14,usdot-jpo-ode,scms-asn1,github.com,2,2
2025-01-31,2025-02-14,usdot-jpo-ode,scms-asn1,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,TDx,statics.teams.cdn.office.net,28,7
2025-01-31,2025-02-14,usdot-jpo-ode,TDx,github.com,26,4
2025-01-31,2025-02-14,usdot-jpo-ode,TDx,Google,10,6
2025-01-31,2025-02-14,usdot-jpo-ode,TDx,Bing,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,TDx,transportation.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,usdot-jpo-ode.github.io,github.com,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,wzdc-tool,github.com,4,1
2025-01-31,2025-02-14,usdot-jpo-ode,wzdc-tool,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-jpo-ode,wzdx,transportation.gov,193,33
2025-01-31,2025-02-14,usdot-jpo-ode,wzdx,Google,61,21
2025-01-31,2025-02-14,usdot-jpo-ode,wzdx,statics.teams.cdn.office.net,61,11
2025-01-31,2025-02-14,usdot-jpo-ode,wzdx,fgdc.gov,35,1
2025-01-31,2025-02-14,usdot-jpo-ode,wzdx,developers.google.com,31,6
2025-01-31,2025-02-14,usdot-jpo-ode,wzdx,fhwa.dot.gov,21,9
2025-01-31,2025-02-14,usdot-jpo-ode,wzdx,c30s1htc.mwprem.net,15,3
