Start date,End date,Org,Repo,Referrer,Count,Unique
2025-01-31,2025-02-14,usdot-fhwa-stol,.github,github.com,39,1
2025-01-31,2025-02-14,usdot-fhwa-stol,.github,Google,6,1
2025-01-31,2025-02-14,usdot-fhwa-stol,.github,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,actions,github.com,45,2
2025-01-31,2025-02-14,usdot-fhwa-stol,actions,Google,3,1
2025-01-31,2025-02-14,usdot-fhwa-stol,ads-traffic-regs,ops.fhwa.dot.gov,5,2
2025-01-31,2025-02-14,usdot-fhwa-stol,ads-traffic-regs,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,autoware.auto,github.com,6,2
2025-01-31,2025-02-14,usdot-fhwa-stol,autoware.auto,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,c1t-tools,github.com,3,1
2025-01-31,2025-02-14,usdot-fhwa-stol,c1t_razor_imu_m0_driver,its.dot.gov,2,1
2025-01-31,2025-02-14,usdot-fhwa-stol,c1t_rplidar_driver,github.com,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,c1t_rplidar_driver,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,c1t_vesc_driver,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,c1t_zed_driver,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,carla-sensor-lib,github.com,14,2
2025-01-31,2025-02-14,usdot-fhwa-stol,carla-sensor-lib,its.dot.gov,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-analytics-fotda,github.com,9,3
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-base,github.com,7,1
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-builds,github.com,32,4
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-builds,statics.gov.teams.microsoft.us,1,1
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-carla-integration,Google,22,2
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-carla-integration,github.com,8,2
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-cloud,Google,11,5
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-cloud,github.com,8,3
2025-01-31,2025-02-14,usdot-fhwa-stol,carma-cloud,statics.teams.cdn.office.net,1,1
