Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-stol,carma-messenger,2024-11-17,1,1
usdot-fhwa-stol,carma-platform,2024-11-17,1,1
usdot-fhwa-stol,cdasim,2024-11-17,3,2
usdot-fhwa-stol,snmp-client,2024-11-17,1,1
usdot-fhwa-stol,.github,2024-11-18,2,2
usdot-fhwa-stol,CARMAConcept,2024-11-18,1,1
usdot-fhwa-stol,Stol-scratchpad,2024-11-18,1,1
usdot-fhwa-stol,To-21-426-modeling-HV-interactions-with-inconspicuous-ACC-equipped-vehicles,2024-11-18,1,1
usdot-fhwa-stol,To-21-426-multivariate-piecewise-linear-ACC-car-following-model,2024-11-18,1,1
usdot-fhwa-stol,WxDE,2024-11-18,1,1
usdot-fhwa-stol,actions,2024-11-18,1,1
usdot-fhwa-stol,ads-traffic-regs,2024-11-18,1,1
usdot-fhwa-stol,autoware.auto,2024-11-18,18,5
usdot-fhwa-stol,c1t-tools,2024-11-18,1,1
usdot-fhwa-stol,c1t_razor_imu_m0_driver,2024-11-18,1,1
usdot-fhwa-stol,c1t_rplidar_driver,2024-11-18,1,1
usdot-fhwa-stol,c1t_vesc_driver,2024-11-18,1,1
usdot-fhwa-stol,c1t_zed_driver,2024-11-18,1,1
usdot-fhwa-stol,carla-sensor-lib,2024-11-18,2,2
usdot-fhwa-stol,carma-1-tenth,2024-11-18,1,1
usdot-fhwa-stol,carma-analytics-fotda,2024-11-18,1,1
usdot-fhwa-stol,carma-base,2024-11-18,4,3
usdot-fhwa-stol,carma-builds,2024-11-18,1,1
usdot-fhwa-stol,carma-cadillac-srx-2013-controller-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-carla-integration,2024-11-18,1,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-config,2024-11-18,13,2
usdot-fhwa-stol,carma-delphi-esr-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-delphi-srr2-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-developer-tools,2024-11-18,1,1
usdot-fhwa-stol,carma-freightliner-2012-controller-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2024-11-18,1,1
usdot-fhwa-stol,carma-geodetic-lib,2024-11-18,1,1
usdot-fhwa-stol,carma-j2735,2024-11-18,1,1
usdot-fhwa-stol,carma-lightbar-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-messenger,2024-11-18,9,6
usdot-fhwa-stol,carma-messenger-bridge,2024-11-18,2,2
usdot-fhwa-stol,carma-mobileye-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-msgs,2024-11-18,12,9
usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,2024-11-18,1,1
usdot-fhwa-stol,carma-ns3-adapter,2024-11-18,1,1
usdot-fhwa-stol,carma-platform,2024-11-18,22,4
usdot-fhwa-stol,carma-rtk,2024-11-18,1,1
usdot-fhwa-stol,carma-slamtec-lidar-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-ssc-interface-wrapper,2024-11-18,1,1
usdot-fhwa-stol,carma-streets,2024-11-18,1,1
usdot-fhwa-stol,carma-time-lib,2024-11-18,2,2
usdot-fhwa-stol,carma-torc-pinpoint-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-torc-xgv-controller-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-utils,2024-11-18,11,6
usdot-fhwa-stol,carma-validation,2024-11-18,1,1
usdot-fhwa-stol,carma-vehicle-model-framework,2024-11-18,1,1
usdot-fhwa-stol,carma-velodyne-lidar-driver,2024-11-18,1,1
usdot-fhwa-stol,carma-web-ui,2024-11-18,1,1
usdot-fhwa-stol,cav-education,2024-11-18,1,1
usdot-fhwa-stol,cavams,2024-11-18,1,1
usdot-fhwa-stol,cave-lite,2024-11-18,1,1
usdot-fhwa-stol,cda-telematics,2024-11-18,1,1
usdot-fhwa-stol,cda1tenth-bringup,2024-11-18,1,1
