Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-OPS,V2X-Hub,2025-01-20,3,1
usdot-fhwa-OPS,V2X-Hub,2025-01-21,21,3
usdot-fhwa-OPS,V2X-Hub,2025-01-22,14,3
usdot-fhwa-OPS,pcis-poc,2025-01-22,1,1
usdot-fhwa-OPS,.github,2025-01-23,1,1
usdot-fhwa-OPS,V2X-Hub,2025-01-23,1,1
usdot-fhwa-OPS,pcis-poc,2025-01-24,4,3
usdot-fhwa-OPS,v2x-hub-ui,2025-01-24,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-01-25,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-01-25,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-01-25,1,1
usdot-fhwa-OPS,V2X-Hub,2025-01-25,2,2
usdot-fhwa-OPS,pcis-poc,2025-01-25,1,1
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-01-25,1,1
usdot-fhwa-OPS,V2X-Hub,2025-01-26,1,1
usdot-fhwa-OPS,V2X-Hub,2025-01-27,3,1
usdot-fhwa-OPS,ngx-traffic-cdk,2025-01-27,1,1
usdot-fhwa-OPS,v2x-hub-ui,2025-01-27,2,2
usdot-fhwa-OPS,V2X-Hub,2025-01-28,15,3
usdot-fhwa-OPS,pcis-poc,2025-01-28,1,1
usdot-fhwa-OPS,v2x-hub-ui,2025-01-28,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-01-29,1,1
usdot-fhwa-OPS,V2X-Hub,2025-01-29,29,4
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-01-30,1,1
usdot-fhwa-OPS,V2X-Hub,2025-01-30,3,2
usdot-fhwa-OPS,pcis-poc,2025-01-30,9,8
usdot-fhwa-OPS,V2X-Hub,2025-01-31,15,10
