Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-03-01,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-03-01,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-03-01,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-01,8,8
usdot-fhwa-OPS,ngx-traffic-cdk,2025-03-01,1,1
usdot-fhwa-OPS,pcis-poc,2025-03-01,4,3
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-03-01,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-02,3,3
usdot-fhwa-OPS,pcis-poc,2025-03-02,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-03,44,22
usdot-fhwa-OPS,pcis-poc,2025-03-03,5,3
usdot-fhwa-OPS,v2x-hub-ui,2025-03-03,2,2
usdot-fhwa-OPS,V2X-Hub,2025-03-04,44,17
usdot-fhwa-OPS,v2x-hub-ui,2025-03-04,3,3
usdot-fhwa-OPS,V2X-Hub,2025-03-05,14,5
usdot-fhwa-OPS,pcis-poc,2025-03-05,17,8
usdot-fhwa-OPS,v2x-hub-ui,2025-03-05,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-06,10,7
usdot-fhwa-OPS,pcis-poc,2025-03-06,58,14
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-03-07,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-07,18,5
usdot-fhwa-OPS,pcis-poc,2025-03-07,50,19
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-03-07,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-03-08,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-03-08,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-03-08,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-08,7,6
usdot-fhwa-OPS,pcis-poc,2025-03-08,8,6
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-03-08,1,1
usdot-fhwa-OPS,.github,2025-03-09,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-03-09,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-09,4,2
usdot-fhwa-OPS,ngx-traffic-cdk,2025-03-09,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-03-10,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-10,36,15
usdot-fhwa-OPS,pcis-poc,2025-03-10,37,11
usdot-fhwa-OPS,v2x-hub-ui,2025-03-10,3,3
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-03-10,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-03-11,2,2
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-03-11,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-03-11,2,2
usdot-fhwa-OPS,V2X-Hub,2025-03-11,10,9
usdot-fhwa-OPS,ngx-traffic-cdk,2025-03-11,1,1
usdot-fhwa-OPS,pcis-poc,2025-03-11,37,12
usdot-fhwa-OPS,v2x-hub-ui,2025-03-11,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-12,6,3
usdot-fhwa-OPS,pcis-poc,2025-03-12,24,11
usdot-fhwa-OPS,v2x-hub-ui,2025-03-12,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-03-13,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-13,38,25
usdot-fhwa-OPS,pcis-poc,2025-03-13,23,9
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-03-14,1,1
usdot-fhwa-OPS,V2X-Hub,2025-03-14,17,12
usdot-fhwa-OPS,pcis-poc,2025-03-14,30,11
