Org,Repo,Date,Views count,Views unique
usdot-jpo-ode,TDx,2025-02-15,1,1
usdot-jpo-ode,jpo-ode,2025-02-15,1,1
usdot-jpo-ode,jpo-security-svcs,2025-02-15,1,1
usdot-jpo-ode,jpo-utils,2025-02-15,1,1
usdot-jpo-ode,wzdx,2025-02-15,3,1
usdot-jpo-ode,jpo-ode,2025-02-16,1,1
usdot-jpo-ode,jpo-security-svcs,2025-02-16,1,1
usdot-jpo-ode,jpo-utils,2025-02-16,1,1
usdot-jpo-ode,wzdx,2025-02-16,36,4
usdot-jpo-ode,TDx,2025-02-17,5,3
usdot-jpo-ode,asn1_codec,2025-02-17,1,1
usdot-jpo-ode,jpo-conflictmonitor,2025-02-17,3,1
usdot-jpo-ode,jpo-cvdp,2025-02-17,2,1
usdot-jpo-ode,jpo-cvmanager,2025-02-17,1,1
usdot-jpo-ode,jpo-cvportal,2025-02-17,1,1
usdot-jpo-ode,jpo-deduplicator,2025-02-17,1,1
usdot-jpo-ode,jpo-geojsonconverter,2025-02-17,1,1
usdot-jpo-ode,jpo-ode,2025-02-17,9,4
usdot-jpo-ode,jpo-ode-scms-asn,2025-02-17,1,1
usdot-jpo-ode,jpo-record-parser,2025-02-17,7,1
usdot-jpo-ode,jpo-s3-deposit,2025-02-17,1,1
usdot-jpo-ode,jpo-sdw-depositor,2025-02-17,5,1
usdot-jpo-ode,jpo-security-svcs,2025-02-17,4,2
usdot-jpo-ode,jpo-utils,2025-02-17,9,3
usdot-jpo-ode,scms-asn1,2025-02-17,2,1
usdot-jpo-ode,wzdx,2025-02-17,111,15
usdot-jpo-ode,asn1_codec,2025-02-18,8,2
usdot-jpo-ode,jpo-conflictvisualizer,2025-02-18,1,1
usdot-jpo-ode,jpo-cvdp,2025-02-18,1,1
usdot-jpo-ode,jpo-cvmanager,2025-02-18,17,5
usdot-jpo-ode,jpo-deduplicator,2025-02-18,1,1
usdot-jpo-ode,jpo-geojsonconverter,2025-02-18,4,1
usdot-jpo-ode,jpo-ode,2025-02-18,27,7
usdot-jpo-ode,jpo-s3-deposit,2025-02-18,1,1
usdot-jpo-ode,jpo-security-svcs,2025-02-18,1,1
usdot-jpo-ode,jpo-tim-builder,2025-02-18,5,1
usdot-jpo-ode,jpo-utils,2025-02-18,9,2
usdot-jpo-ode,ode-output-validator-library,2025-02-18,7,3
usdot-jpo-ode,wzdx,2025-02-18,63,18
usdot-jpo-ode,asn1_codec,2025-02-19,5,4
usdot-jpo-ode,jpo-conflictmonitor,2025-02-19,25,2
usdot-jpo-ode,jpo-cvmanager,2025-02-19,40,4
usdot-jpo-ode,jpo-geojsonconverter,2025-02-19,2,1
usdot-jpo-ode,jpo-ode,2025-02-19,44,7
