Start date,End date,Org,Repo,Referrer,Count,Unique
2024-11-16,2024-11-30,usdot-fhwa-stol,actions,github.com,8,1
2024-11-16,2024-11-30,usdot-fhwa-stol,autoware.auto,github.com,12,3
2024-11-16,2024-11-30,usdot-fhwa-stol,c1t_rplidar_driver,cn.bing.com,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,c1t_rplidar_driver,discuss.ardupilot.org,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carla-sensor-lib,github.com,2,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carla-sensor-lib,statics.gov.teams.microsoft.us,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-analytics-fotda,github.com,22,5
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-base,github.com,27,5
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-base,Google,14,3
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-base,community.sonarsource.com,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-builds,github.com,7,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-carla-integration,github.com,8,2
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-carla-integration,Google,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cloud,github.com,29,3
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cloud,Google,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cloud,Bing,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cloud,usdot-carma.atlassian.net,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cloud,its.dot.gov,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cohda-dsrc-driver,answers.ros.org,21,2
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cohda-dsrc-driver,github.com,18,4
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-cohda-dsrc-driver,Google,9,3
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-config,github.com,20,7
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-config,Google,17,4
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-config,usdot-carma.atlassian.net,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-config,excel.gov.online.office365.us,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-delphi-esr-driver,Google,13,2
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,github.com,4,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,Google,1,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-j2735,Google,5,2
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-lightbar-driver,github.com,4,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-messenger,github.com,87,12
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-messenger,Google,53,10
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-messenger,statics.gov.teams.microsoft.us,3,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-messenger-bridge,github.com,5,2
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-messenger-bridge,Google,2,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-msgs,Google,25,3
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-msgs,github.com,22,3
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-msgs,its.dot.gov,4,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-novatel-oem7-driver-wrapper,github.com,4,1
2024-11-16,2024-11-30,usdot-fhwa-stol,carma-ns3-adapter,github.com,15,2
