Start date,End date,Org,Repo,Referrer,Count,Unique
2025-02-14,2025-02-28,usdot-jpo-ode,asn1_codec,github.com,11,7
2025-02-14,2025-02-28,usdot-jpo-ode,asn1_codec,Google,7,6
2025-02-14,2025-02-28,usdot-jpo-ode,asn1_codec,DuckDuckGo,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-asn-pojos,github.com,6,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-conflictmonitor,DuckDuckGo,16,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-conflictmonitor,github.com,15,4
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-conflictmonitor,Bing,5,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-conflictmonitor,Google,3,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-conflictvisualizer,github.com,7,4
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvdp,Google,4,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvdp,github.com,2,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvdp,its.dot.gov,2,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvmanager,DuckDuckGo,16,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvmanager,Google,9,5
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvmanager,github.com,6,3
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvmanager,Bing,3,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvmanager,statics.teams.cdn.office.net,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvportal,github.com,4,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-cvportal,Google,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-deduplicator,Google,2,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-deduplicator,DuckDuckGo,2,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-geojsonconverter,Google,7,4
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-geojsonconverter,github.com,3,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,Google,54,14
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,github.com,44,12
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,DuckDuckGo,18,3
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,mail.google.com,5,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,its.dot.gov,4,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,data.transportationops.org,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,chatgpt.com,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,Bing,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,linkedin.com,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode,statics.teams.cdn.office.net,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode-scms-asn,Google,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-ode-scms-asn,github.com,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-record-parser,Google,7,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-record-parser,github.com,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-s3-deposit,Google,3,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-sdw-depositor,Google,5,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-sdw-depositor,github.com,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-security-svcs,github.com,14,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-security-svcs,Google,5,3
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-tim-builder,github.com,14,2
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-utils,github.com,27,6
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-utils,DuckDuckGo,19,1
2025-02-14,2025-02-28,usdot-jpo-ode,jpo-utils,Google,2,2
2025-02-14,2025-02-28,usdot-jpo-ode,scms-asn1,Google,4,3
2025-02-14,2025-02-28,usdot-jpo-ode,scms-asn1,chatgpt.com,2,1
2025-02-14,2025-02-28,usdot-jpo-ode,TDx,Google,61,7
2025-02-14,2025-02-28,usdot-jpo-ode,TDx,statics.teams.cdn.office.net,30,4
2025-02-14,2025-02-28,usdot-jpo-ode,TDx,DuckDuckGo,13,1
2025-02-14,2025-02-28,usdot-jpo-ode,TDx,Bing,4,2
2025-02-14,2025-02-28,usdot-jpo-ode,TDx,transportation.gov,3,2
2025-02-14,2025-02-28,usdot-jpo-ode,TDx,github.com,3,1
2025-02-14,2025-02-28,usdot-jpo-ode,TDx,fhwa.dot.gov,1,1
2025-02-14,2025-02-28,usdot-jpo-ode,wzdc-tool,github.com,4,1
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,Google,143,23
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,transportation.gov,126,30
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,c30s1htc.mwprem.net,33,2
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,github.com,25,9
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,datahub.transportation.gov,23,6
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,developers.google.com,20,4
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,fhwa.dot.gov,18,9
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,transcoreits.atlassian.net,18,2
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,support.pro-lite.com,14,1
2025-02-14,2025-02-28,usdot-jpo-ode,wzdx,its.dot.gov,10,4
