Start date,End date,Org,Repo,Referrer,Count,Unique
2024-12-31,2025-01-14,usdot-fhwa-stol,.github,github.com,3,1
2024-12-31,2025-01-14,usdot-fhwa-stol,actions,github.com,27,2
2024-12-31,2025-01-14,usdot-fhwa-stol,actions,statics.gov.teams.microsoft.us,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,actions,Google,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,autoware.auto,github.com,6,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-1-tenth,Google,2,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-analytics-fotda,github.com,7,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-analytics-fotda,Google,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-base,github.com,40,5
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-base,Google,11,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-base,usdot-carma.atlassian.net,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-builds,Google,12,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-builds,github.com,7,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-carla-integration,Google,2,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-cloud,Google,7,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-cloud,github.com,6,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,Google,2,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-cohda-dsrc-driver,answers.ros.org,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-config,Google,56,7
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-config,github.com,24,6
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-config,api.moveworkforward.com,4,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-delphi-srr2-driver,Google,7,3
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-developer-tools,Google,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-geodetic-lib,github.com,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-j2735,github.com,9,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-j2735,Google,6,4
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-lightbar-driver,github.com,5,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-messenger,github.com,76,5
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-messenger,Google,40,5
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-messenger,statics.gov.teams.microsoft.us,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-messenger-bridge,github.com,104,5
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-messenger-bridge,Google,16,3
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-messenger-bridge,api.moveworkforward.com,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-msgs,github.com,2,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-ns3-adapter,github.com,22,3
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-ns3-adapter,Google,15,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-ns3-adapter,statics.gov.teams.microsoft.us,1,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-platform,github.com,92,22
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-platform,Google,46,29
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-platform,discourse.ros.org,20,4
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-platform,l.facebook.com,5,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-platform,statics.gov.teams.microsoft.us,4,1
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-platform,highways.dot.gov,2,2
2024-12-31,2025-01-14,usdot-fhwa-stol,carma-platform,teams.microsoft.com,2,1
