Org,Repo,Date,Views count,Views unique
usdot-fhwa-stol,actions,2024-11-01,11,1
usdot-fhwa-stol,autoware.auto,2024-11-01,57,2
usdot-fhwa-stol,c1t-tools,2024-11-01,10,2
usdot-fhwa-stol,carma-1-tenth,2024-11-01,2,2
usdot-fhwa-stol,carma-analytics-fotda,2024-11-01,5,3
usdot-fhwa-stol,carma-base,2024-11-01,107,8
usdot-fhwa-stol,carma-builds,2024-11-01,52,2
usdot-fhwa-stol,carma-carla-integration,2024-11-01,11,2
usdot-fhwa-stol,carma-cloud,2024-11-01,3,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2024-11-01,2,2
usdot-fhwa-stol,carma-config,2024-11-01,2,2
usdot-fhwa-stol,carma-j2735,2024-11-01,10,3
usdot-fhwa-stol,carma-messenger,2024-11-01,157,7
usdot-fhwa-stol,carma-messenger-bridge,2024-11-01,14,2
usdot-fhwa-stol,carma-msgs,2024-11-01,43,5
usdot-fhwa-stol,carma-platform,2024-11-01,132,14
usdot-fhwa-stol,carma-ssc-interface-wrapper,2024-11-01,26,2
usdot-fhwa-stol,carma-streets,2024-11-01,13,4
usdot-fhwa-stol,carma-web-ui,2024-11-01,19,3
usdot-fhwa-stol,cda1tenth-bringup,2024-11-01,2,1
usdot-fhwa-stol,cdasim,2024-11-01,23,4
usdot-fhwa-stol,connectedvcs-tools,2024-11-01,200,16
usdot-fhwa-stol,github_metrics,2024-11-01,1,1
usdot-fhwa-stol,j2735decoder,2024-11-01,9,3
usdot-fhwa-stol,v2x-emulator,2024-11-01,33,2
usdot-fhwa-stol,carma-base,2024-11-02,10,1
usdot-fhwa-stol,carma-carla-integration,2024-11-02,15,1
usdot-fhwa-stol,carma-cloud,2024-11-02,1,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2024-11-02,20,2
usdot-fhwa-stol,carma-delphi-esr-driver,2024-11-02,1,1
usdot-fhwa-stol,carma-lightbar-driver,2024-11-02,1,1
usdot-fhwa-stol,carma-messenger,2024-11-02,1,1
usdot-fhwa-stol,carma-messenger-bridge,2024-11-02,2,1
usdot-fhwa-stol,carma-msgs,2024-11-02,5,1
usdot-fhwa-stol,carma-platform,2024-11-02,4,2
usdot-fhwa-stol,carma-ssc-interface-wrapper,2024-11-02,2,1
usdot-fhwa-stol,carma-vehicle-model-framework,2024-11-02,1,1
usdot-fhwa-stol,cdasim,2024-11-02,17,3
usdot-fhwa-stol,connectedvcs-tools,2024-11-02,6,2
usdot-fhwa-stol,multiple_object_tracking,2024-11-02,1,1
usdot-fhwa-stol,navigation2-extensions,2024-11-02,1,1
usdot-fhwa-stol,ns-3_c-v2x,2024-11-02,1,1
usdot-fhwa-stol,snmp-client,2024-11-02,1,1
usdot-fhwa-stol,v2x-emulator,2024-11-02,2,2
usdot-fhwa-stol,actions,2024-11-03,2,1
usdot-fhwa-stol,carma-1-tenth,2024-11-03,1,1
usdot-fhwa-stol,carma-cohda-dsrc-driver,2024-11-03,1,1
