Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-OPS,pcis-poc,2025-02-01,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-02-02,1,1
usdot-fhwa-OPS,V2X-Hub,2025-02-02,4,4
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-02-03,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-02-03,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-02-03,2,2
usdot-fhwa-OPS,V2X-Hub,2025-02-03,2,2
usdot-fhwa-OPS,pcis-poc,2025-02-03,8,6
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-02-03,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-02-04,1,1
usdot-fhwa-OPS,V2X-Hub,2025-02-04,10,10
usdot-fhwa-OPS,pcis-poc,2025-02-04,18,7
usdot-fhwa-OPS,v2x-hub-ui,2025-02-04,1,1
usdot-fhwa-OPS,V2X-Hub,2025-02-05,3,3
usdot-fhwa-OPS,pcis-poc,2025-02-05,22,9
usdot-fhwa-OPS,v2x-hub-ui,2025-02-05,1,1
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-02-05,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-02-06,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-02-06,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-02-06,2,2
usdot-fhwa-OPS,V2X-Hub,2025-02-06,3,2
usdot-fhwa-OPS,pcis-poc,2025-02-06,61,21
usdot-fhwa-OPS,V2X-Hub,2025-02-07,5,5
usdot-fhwa-OPS,pcis-poc,2025-02-07,2,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-02-08,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-02-08,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Frontend,2025-02-08,1,1
usdot-fhwa-OPS,V2X-Hub,2025-02-08,1,1
usdot-fhwa-OPS,ngx-traffic-cdk,2025-02-08,3,1
usdot-fhwa-OPS,pcis-poc,2025-02-08,1,1
usdot-fhwa-OPS,v2x-hub-ui,2025-02-08,1,1
usdot-fhwa-OPS,v2xhub-angular-ui-prototype,2025-02-08,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-Backend,2025-02-09,1,1
usdot-fhwa-OPS,pcis-poc,2025-02-09,2,2
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-02-10,1,1
usdot-fhwa-OPS,V2X-Hub,2025-02-10,18,14
usdot-fhwa-OPS,pcis-poc,2025-02-10,35,17
usdot-fhwa-OPS,V2X-Hub,2025-02-11,10,8
usdot-fhwa-OPS,pcis-poc,2025-02-11,50,17
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-02-12,1,1
usdot-fhwa-OPS,V2X-Hub,2025-02-12,25,18
usdot-fhwa-OPS,pcis-poc,2025-02-12,32,13
usdot-fhwa-OPS,v2x-hub-ui,2025-02-12,1,1
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2025-02-13,1,1
usdot-fhwa-OPS,pcis-poc,2025-02-13,42,15
usdot-fhwa-OPS,V2X-Hub,2025-02-14,39,30
usdot-fhwa-OPS,pcis-poc,2025-02-14,56,21
usdot-fhwa-OPS,V2X-Hub,2025-02-15,1,1
