Start date,End date,Org,Repo,Referrer,Count,Unique
2025-03-17,2025-03-31,usdot-fhwa-OPS,pcis-poc,github.com,38,2
2025-03-17,2025-03-31,usdot-fhwa-OPS,pcis-poc,statics.gov.teams.microsoft.us,4,2
2025-03-17,2025-03-31,usdot-fhwa-OPS,pcis-poc,its.dot.gov,1,1
2025-03-17,2025-03-31,usdot-fhwa-OPS,V2X-Hub,Google,179,39
2025-03-17,2025-03-31,usdot-fhwa-OPS,V2X-Hub,github.com,110,17
2025-03-17,2025-03-31,usdot-fhwa-OPS,V2X-Hub,Bing,50,39
2025-03-17,2025-03-31,usdot-fhwa-OPS,V2X-Hub,statics.gov.teams.microsoft.us,25,3
2025-03-17,2025-03-31,usdot-fhwa-OPS,V2X-Hub,chatgpt.com,13,2
2025-03-17,2025-03-31,usdot-fhwa-OPS,V2X-Hub,DuckDuckGo,1,1
