Start date,End date,Org,Repo,Path,Title,Count,Unique
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec,usdot-jpo-ode/asn1_codec: Module to encode and decode ASN.1 streams of messag...,12,8
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/pulls,Pull requests · usdot-jpo-ode/asn1_codec,10,4
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/pull/63,Enable Zstandard Compression and Update asn1_codec for J2735 2024 Compatibili...,9,6
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/pull/62,Update GitHub Actions Third-Party Action Versions by SaikrishnaBairamoni · Pu...,6,3
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/compare/develop...CDOT-CV:asn1_codec:develop,Comparing usdot-jpo-ode:develop...CDOT-CV:develop · usdot-jpo-ode/asn1_codec,4,1
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/blob/develop/data/InputData.encoding.bsm.xml,asn1_codec/data/InputData.encoding.bsm.xml at develop · usdot-jpo-ode/asn1_co...,2,1
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/blob/develop/README.md,asn1_codec/README.md at develop · usdot-jpo-ode/asn1_codec · GitHub,2,1
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/compare/develop...CDOT-CV:asn1_codec:cdot-release_2025-q1,Comparing usdot-jpo-ode:develop...CDOT-CV:cdot-release_2025-q1 · usdot-jpo-od...,2,1
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/compare/develop...CDOT-CV:asn1_codec:master,Comparing usdot-jpo-ode:develop...CDOT-CV:master · usdot-jpo-ode/asn1_codec,2,1
2024-12-31,2025-01-14,usdot-jpo-ode,asn1_codec,/usdot-jpo-ode/asn1_codec/compare/master...CDOT-CV:asn1_codec:master,Comparing usdot-jpo-ode:master...CDOT-CV:master · usdot-jpo-ode/asn1_codec,2,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/pulls,Pull requests · usdot-jpo-ode/jpo-conflictmonitor · GitHub,76,7
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor,usdot-jpo-ode/jpo-conflictmonitor,69,10
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/pull/124,Event Aggregation by iyourshaw · Pull Request #124 · usdot-jpo-ode/jpo-confli...,20,3
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/pull/131,Memory usage by iyourshaw · Pull Request #131 · usdot-jpo-ode/jpo-conflictmon...,19,4
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/pull/135,Integrate ProcessedBsm by iyourshaw · Pull Request #135 · usdot-jpo-ode/jpo-c...,18,7
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/compare/develop...CDOT-CV:jpo-conflictmonitor:develop,Comparing usdot-jpo-ode:develop...CDOT-CV:develop · usdot-jpo-ode/jpo-conflic...,13,3
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/pull/134,Tweak how bsm message count progression processor finds ID by linda-baker · P...,10,2
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/pull/131/files,Memory usage by iyourshaw · Pull Request #131 · usdot-jpo-ode/jpo-conflictmon...,7,2
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/tree/data-management-event-aggregation,usdot-jpo-ode/jpo-conflictmonitor at data-management-event-aggregation,7,2
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictmonitor,/usdot-jpo-ode/jpo-conflictmonitor/pull/132,Data management event aggregation by John-Wiens · Pull Request #132 · usdot-j...,6,2
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer,usdot-jpo-ode/jpo-conflictvisualizer,31,9
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/pulls,Pull requests · usdot-jpo-ode/jpo-conflictvisualizer · GitHub,28,8
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/pull/130,Add new reports by linda-baker · Pull Request #130 · usdot-jpo-ode/jpo-confli...,13,5
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/tree/cvmgr-cimms-integration/api/jpo-conflictvisualizer-api,jpo-conflictvisualizer/api/jpo-conflictvisualizer-api at cvmgr-cimms-integrat...,6,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/compare/add-new-reports,Comparing develop...add-new-reports · usdot-jpo-ode/jpo-conflictvisualizer,5,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/pull/130/commits/2c60bb2543005c62e4312d19ca08b3c2f38ce9d1,Add new reports by linda-baker · Pull Request #130 · usdot-jpo-ode/jpo-confli...,5,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/tree/cvmgr-cimms-integration/api,jpo-conflictvisualizer/api at cvmgr-cimms-integration · usdot-jpo-ode/jpo-con...,5,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/pull/134,Cleaning up commented code by jacob6838 · Pull Request #134 · usdot-jpo-ode/j...,4,2
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/tree/cvmgr-cimms-integration/api/jpo-conflictvisualizer-api/src/main/java/us/dot/its/jpo/ode/api,jpo-conflictvisualizer/api/jpo-conflictvisualizer-api/src/main/java/us/dot/it...,4,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-conflictvisualizer,/usdot-jpo-ode/jpo-conflictvisualizer/blob/develop/docker-compose-ode.yml,jpo-conflictvisualizer/docker-compose-ode.yml at develop · usdot-jpo-ode/jpo-...,3,2
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-cvdp,/usdot-jpo-ode/jpo-cvdp/pull/45,Update GitHub Actions Third-Party Action Versions by SaikrishnaBairamoni · Pu...,10,3
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-cvdp,/usdot-jpo-ode/jpo-cvdp/pulls,Pull requests · usdot-jpo-ode/jpo-cvdp,9,2
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-cvdp,/usdot-jpo-ode/jpo-cvdp,usdot-jpo-ode/jpo-cvdp: SUBMODULE: Connected Vehicle Data Privacy module for ...,7,4
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-cvdp,/usdot-jpo-ode/jpo-cvdp/compare/develop...CDOT-CV:jpo-cvdp:develop,Comparing usdot-jpo-ode:develop...CDOT-CV:develop · usdot-jpo-ode/jpo-cvdp,4,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-cvdp,/usdot-jpo-ode/jpo-cvdp/compare/master...CDOT-CV:jpo-cvdp:master,Comparing usdot-jpo-ode:master...CDOT-CV:master · usdot-jpo-ode/jpo-cvdp,4,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-cvdp,/usdot-jpo-ode/jpo-cvdp/pull/46,Ensure 'asn1' Field is Redacted in BSM Messages by dmccoystephenson · Pull Re...,3,1
2024-12-31,2025-01-14,usdot-jpo-ode,jpo-cvdp,/usdot-jpo-ode/jpo-cvdp/pull/45/files,Update GitHub Actions Third-Party Action Versions by SaikrishnaBairamoni · Pu...,2,2
