Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-stol,.github,2025-04-01,3,3
usdot-fhwa-stol,To-21-426-multivariate-piecewise-linear-ACC-car-following-model,2025-04-01,2,1
usdot-fhwa-stol,actions,2025-04-01,1,1
usdot-fhwa-stol,autoware.auto,2025-04-01,1,1
usdot-fhwa-stol,c2c-mvt,2025-04-01,2,2
usdot-fhwa-stol,carma-base,2025-04-01,4,4
usdot-fhwa-stol,carma-cadillac-srx-2013-controller-driver,2025-04-01,3,3
usdot-fhwa-stol,carma-config,2025-04-01,4,4
usdot-fhwa-stol,carma-dbw-mkz-ros,2025-04-01,78,22
usdot-fhwa-stol,carma-delphi-esr-driver,2025-04-01,3,3
usdot-fhwa-stol,carma-delphi-srr2-driver,2025-04-01,3,3
usdot-fhwa-stol,carma-garmin-lidar-lite-v3-driver-wrapper,2025-04-01,4,4
usdot-fhwa-stol,carma-lightbar-driver,2025-04-01,5,5
usdot-fhwa-stol,carma-messenger,2025-04-01,2,2
usdot-fhwa-stol,carma-msgs,2025-04-01,38,32
usdot-fhwa-stol,carma-platform,2025-04-01,62,17
usdot-fhwa-stol,carma-ssc-interface-wrapper,2025-04-01,4,4
usdot-fhwa-stol,carma-torc-pinpoint-driver,2025-04-01,3,3
usdot-fhwa-stol,carma-torc-xgv-controller-driver,2025-04-01,2,2
usdot-fhwa-stol,carma-utils,2025-04-01,40,33
usdot-fhwa-stol,carma-vehicle-model-framework,2025-04-01,3,3
usdot-fhwa-stol,carma-velodyne-lidar-driver,2025-04-01,3,3
usdot-fhwa-stol,carma-web-ui,2025-04-01,1,1
usdot-fhwa-stol,cda1tenth-bringup,2025-04-01,3,3
usdot-fhwa-stol,cdasim-config,2025-04-01,4,4
usdot-fhwa-stol,connectedvcs-tools,2025-04-01,20,10
usdot-fhwa-stol,devops,2025-04-01,6,1
usdot-fhwa-stol,multiple_object_tracking,2025-04-01,26,22
usdot-fhwa-stol,v2x-ros-conversion,2025-04-01,28,24
usdot-fhwa-stol,v2x-ros-driver,2025-04-01,13,9
usdot-fhwa-stol,WxDE,2025-04-02,1,1
usdot-fhwa-stol,asn1-specification-splitter,2025-04-02,3,3
usdot-fhwa-stol,c2c-mvt,2025-04-02,2,2
usdot-fhwa-stol,carma-config,2025-04-02,1,1
usdot-fhwa-stol,carma-dbw-mkz-ros,2025-04-02,33,9
usdot-fhwa-stol,carma-msgs,2025-04-02,14,12
usdot-fhwa-stol,carma-platform,2025-04-02,27,14
usdot-fhwa-stol,carma-slamtec-lidar-driver,2025-04-02,1,1
usdot-fhwa-stol,carma-ssc-interface-wrapper,2025-04-02,1,1
usdot-fhwa-stol,carma-torc-xgv-controller-driver,2025-04-02,2,2
usdot-fhwa-stol,carma-utils,2025-04-02,19,15
usdot-fhwa-stol,carma-vehicle-model-framework,2025-04-02,2,2
usdot-fhwa-stol,carma-velodyne-lidar-driver,2025-04-02,2,2
usdot-fhwa-stol,carma-web-ui,2025-04-02,7,6
usdot-fhwa-stol,cda1tenth-bringup,2025-04-02,2,2
