Start date,End date,Org,Repo,Referrer,Count,Unique
2024-11-16,2024-11-30,usdot-jpo-ode,asn1_codec,github.com,30,6
2024-11-16,2024-11-30,usdot-jpo-ode,asn1_codec,Google,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-conflictmonitor,github.com,48,6
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-conflictmonitor,DuckDuckGo,21,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-conflictmonitor,statics.teams.cdn.office.net,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-conflictmonitor,Google,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-conflictvisualizer,github.com,50,4
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-conflictvisualizer,DuckDuckGo,18,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-conflictvisualizer,Google,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-cvdp,github.com,7,3
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-cvdp,teams.microsoft.com,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-cvmanager,statics.gov.teams.microsoft.us,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-cvmanager,Google,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-cvmanager,github.com,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-geojsonconverter,github.com,70,4
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-geojsonconverter,DuckDuckGo,20,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-geojsonconverter,Google,3,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-ode,Google,54,9
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-ode,github.com,35,13
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-ode,teams.microsoft.com,18,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-ode,DuckDuckGo,11,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-ode,statics.gov.teams.microsoft.us,4,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-ode,Bing,4,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-ode,statics.teams.cdn.office.net,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-s3-deposit,github.com,5,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-s3-deposit,Google,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-s3-deposit,DuckDuckGo,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-sdw-depositor,github.com,4,2
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-security,Google,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-security-svcs,github.com,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-tim-builder,github.com,9,2
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-utils,DuckDuckGo,4,1
2024-11-16,2024-11-30,usdot-jpo-ode,jpo-utils,github.com,3,2
2024-11-16,2024-11-30,usdot-jpo-ode,scms-asn1,Google,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,TDx,Google,27,5
2024-11-16,2024-11-30,usdot-jpo-ode,TDx,statics.gov.teams.microsoft.us,12,1
2024-11-16,2024-11-30,usdot-jpo-ode,TDx,Bing,12,1
2024-11-16,2024-11-30,usdot-jpo-ode,TDx,fhwa.dot.gov,4,1
2024-11-16,2024-11-30,usdot-jpo-ode,TDx,github.com,2,2
2024-11-16,2024-11-30,usdot-jpo-ode,TDx,statics.teams.cdn.office.net,1,1
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,statics.teams.cdn.office.net,120,12
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,Google,44,14
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,transportation.gov,38,23
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,mail.google.com,14,1
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,haasalert.atlassian.net,14,1
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,developers.google.com,12,3
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,ver-mac.com,10,1
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,its.dot.gov,10,1
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,fhwa.dot.gov,8,3
2024-11-16,2024-11-30,usdot-jpo-ode,wzdx,datahub.transportation.gov,7,4
