Org,Repo,Date,Clones count,Clones unique
usdot-fhwa-OPS,V2X-Hub,2024-11-01,3,3
usdot-fhwa-OPS,V2X-Hub,2024-11-04,13,2
usdot-fhwa-OPS,V2X-Hub,2024-11-05,13,3
usdot-fhwa-OPS,ITS-Secure-Prototype-App,2024-11-06,2,2
usdot-fhwa-OPS,V2X-Hub,2024-11-06,6,3
usdot-fhwa-OPS,V2X-Hub,2024-11-07,27,6
usdot-fhwa-OPS,V2X-Hub,2024-11-08,30,4
usdot-fhwa-OPS,V2X-Hub,2024-11-09,1,1
usdot-fhwa-OPS,V2X-Hub,2024-11-12,25,3
usdot-fhwa-OPS,V2X-Hub,2024-11-13,13,2
usdot-fhwa-OPS,V2X-Hub,2024-11-14,30,4
usdot-fhwa-OPS,ngx-traffic-cdk,2024-11-14,3,3
usdot-fhwa-OPS,V2X-Hub,2024-11-15,3,1
