Start date,End date,Org,Repo,Referrer,Count,Unique
2024-10-13,2024-10-27,usdot-jpo-ode,asn1_codec,statics.gov.teams.microsoft.us,21,2
2024-10-13,2024-10-27,usdot-jpo-ode,asn1_codec,github.com,8,3
2024-10-13,2024-10-27,usdot-jpo-ode,asn1_codec,Google,6,4
2024-10-13,2024-10-27,usdot-jpo-ode,asn1_codec,DuckDuckGo,2,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictmonitor,github.com,82,5
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictmonitor,DuckDuckGo,16,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictmonitor,statics.teams.cdn.office.net,2,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictmonitor,statics.gov.teams.microsoft.us,2,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictmonitor,Google,2,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictvisualizer,DuckDuckGo,41,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictvisualizer,github.com,23,2
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-conflictvisualizer,Google,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-cvmanager,statics.gov.teams.microsoft.us,14,4
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-cvmanager,github.com,10,3
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-cvmanager,Google,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-cvmanager,confluence.datasys.swri.edu,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-cvportal,github.com,2,2
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-geojsonconverter,github.com,50,4
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-geojsonconverter,DuckDuckGo,4,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-geojsonconverter,Google,3,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,github.com,42,8
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,Google,30,12
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,DuckDuckGo,23,3
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,statics.teams.cdn.office.net,9,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,mail.nifty.com,3,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,iss-confluence.atlassian.net,2,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,cn.bing.com,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,com.google.android.gm,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-ode,euc-word-edit.officeapps.live.com,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-security-svcs,github.com,14,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-tim-builder,ya.ru,5,2
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-tim-builder,Google,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-tim-builder,its.dot.gov,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,jpo-utils,DuckDuckGo,2,1
2024-10-13,2024-10-27,usdot-jpo-ode,ode-output-validator-library,github.com,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,scms-asn1,Google,4,3
2024-10-13,2024-10-27,usdot-jpo-ode,TDx,transportation.gov,47,5
2024-10-13,2024-10-27,usdot-jpo-ode,TDx,Google,11,8
2024-10-13,2024-10-27,usdot-jpo-ode,TDx,az511.gov,11,1
2024-10-13,2024-10-27,usdot-jpo-ode,TDx,github.com,9,2
2024-10-13,2024-10-27,usdot-jpo-ode,TDx,Bing,6,2
2024-10-13,2024-10-27,usdot-jpo-ode,usdot-jpo-ode.github.io,Google,1,1
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,transportation.gov,154,34
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,Google,142,21
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,mail.nifty.com,25,1
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,developers.google.com,20,5
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,fhwa.dot.gov,20,5
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,Bing,17,7
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,statics.teams.cdn.office.net,11,3
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,datahub.transportation.gov,9,6
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,github.com,7,6
2024-10-13,2024-10-27,usdot-jpo-ode,wzdx,DuckDuckGo,6,2
